327,,,かさがたけ,笠ヶ岳,,,2076,364036,1382853,""
328,,,よこてやま,横手山,,,2307,364008,1383133,""
329,,,しらねさん,白根山,,,2160,363838,1383140,"草津白根山（くさつしらねさん）"
330,,,もとしらねさん,本白根山,,,2171,363722,1383155,""
331,,,あずまやさん,四阿山,,,2354,363230,1382447,""
332,あずまやさん,四阿山,ねこだけ,根子岳,,,2207,363257,1382343,""
333,,,ゆのまるやま,湯ノ丸山,,,2101,362605,1382404,""
334,かごのとやま,篭ノ登山,ひがしかごのとやま,東篭ノ登山,,,2228,362510,1382650,"Ｈ26三角点標高改定"
335,,,あさまやま,浅間山,,,2568,362424,1383123,""
336,,,あさまかくしやま,浅間隠山,,,1757,362713,1383909,""
337,,,はなまがりやま,鼻曲山,,,1655,362439,1383844,""
338,はるなさん,榛名山,かもんがたけ,掃部ヶ岳,,,1449,362839,1385103,""
339,,,こもちやま,子持山,,,1296,363531,1385952,""
340,みょうぎさん,妙義山,そうまだけ,相馬岳,,,1104,361755,1384456,""
341,,,あらふねやま,荒船山,,,1423,361214,1383814,""
342,,,あかぐなやま,赤久縄山,,,1523,360837,1385036,"Ｈ26三角点標高改定"
343,みかぼやま,御荷鉾山,にしみかぼやま,西御荷鉾山,,,1287,360908,1385506,"Ｈ26三角点標高改定"
344,,,ふたごやま,二子山,,,1166,360411,1385149,""
345,,,りょうかみさん,両神山,,,1723,360124,1385029,""
346,,,おぐらさん,御座山,,,2112,360202,1383624,""
347,,,さんぽうやま,三宝山,,,2483,355503,1384340,""
348,,,こぶしがたけ,甲武信ヶ岳,,,2475,355432,1384344,""
349,,,よこおやま,横尾山,,,1818,355508,1383116,""
350,,,みずがきやま,瑞牆山,,,2230,355336,1383531,""
351,,,きんぷさん,金峰山,,,2599,355217,1383731,""
352,,,あさひだけ,朝日岳,,,2579,355228,1383833,""
353,,,こくしがたけ,国師ヶ岳,,,2592,355215,1384023,""
354,,,きたおくせんじょうだけ,北奥千丈岳,,,2601,355207,1384015,""
355,,,けんとくさん,乾徳山,,,2031,354923,1384254,""
356,,,こならやま,小楢山,,,1713,354654,1383951,""
357,,,かやがたけ,茅ヶ岳,,,1704,354742,1383050,""
358,,,どうだいらさん,堂平山,,,876,360021,1391124,""
359,,,ぶこうさん,武甲山,,,1304,355706,1390552,"Ｈ14現地計測による標高改定"
360,,,いずがたけ,伊豆ヶ岳,,,851,355537,1390938,""
361,,,かわのりやま,川乗山,,,1363,355103,1390625,"川苔山（かわのりやま）"
362,,,とりだにやま,酉谷山,,,1718,355350,1390037,"黒ドッケ（くろどっけ）"
363,,,くもとりやま,雲取山,,,2017,355120,1385638,""
364,,,はくせきさん,白石山,,,2036,355358,1385241,"しろいしやま　和名倉山（わなぐらやま）"
365,,,からまつおやま,唐松尾山,,,2109,355204,1385043,""
366,,,おおぼらやま,大洞山,ひりゅうやま,飛龍山,2077,355024,1385332,""
367,,,けいかんやま,鶏冠山,くろかわやま,黒川山,1716,354719,1385009,"黒川鶏冠山（くろかわけいかんざん）"
368,,,だいぼさつれい,大菩薩嶺,,,2057,354456,1385044,""
369,,,こがねざわやま,小金沢山,,,2014,354301,1385124,""
370,,,がんがはらすりやま,雁ケ腹摺山,,,1874,354113,1385306,""
371,,,ごんげんやま,権現山,,,1312,354004,1390117,""
